1,x0,x0^2,x0^3,x0^4,x0^5,x0^6,y
0.0,-1.6585196377946099,-1.5326654181824377,-1.4146655411454674,-1.305766940619833,-1.20664630044444,-1.1174563711201984,1.1854058067857143
0.0,-1.6435201860961097,-1.521177369643614,-1.4060055472280595,-1.2993361664892076,-1.2019373221765046,-1.114052370299329,1.5893337471428572
0.0,-1.6385203688632763,-1.51734097764881,-1.4031082568424935,-1.297180730284428,-1.2003560892918481,-1.1129072376506115,1.8732394989285712
0.0,-1.6335205516304432,-1.5135010644130742,-1.4002056454476128,-1.2950193535155026,-1.198769043058351,-1.111756840034563,1.1231508582142857
0.0,-1.6285207343976098,-1.5096576299364075,-1.3972977081617572,-1.2928520252773152,-1.1971761674612915,-1.110601158103605,1.4211811025
0.0,-1.618521099931943,-1.5019601972602792,-1.3914658363904817,-1.2884994707226893,-1.1939728639706488,-1.1082738636401805,1.4480389860714287
0.0,-1.6135212826991099,-1.4981061990608178,-1.3885418921417423,-1.2863142225460178,-1.1923624039005905,-1.1071022121457945,1.666332177857143
0.0,-1.6085214654662765,-1.494248679620425,-1.385612602475388,-1.2841229791796183,-1.190746050113966,-1.1059251984124652,1.2612273596428571
0.0,-1.5985218310006097,-1.4865230770168452,-1.3797379673631969,-1.2797224630471686,-1.1874955967138399,-1.1035550057154984,2.0363917957142856
0.0,-1.5935220137677766,-1.4826549938536582,-1.3767926121540395,-1.2775131683408847,-1.1858614646879229,-1.1023617873606133,1.99432129
0.0,-1.5785225620692764,-1.4710296169185082,-1.3679243373344037,-1.2708490058103898,-1.1809232522112254,-1.0987494067896972,1.9858758578571432
0.0,-1.5635231103707765,-1.4593725488149756,-1.3590076462116618,-1.2641301944499679,-1.1759309723190425,-1.0950875198093146,2.288140935714286
0.0,-1.5585232931379431,-1.4554798169652685,-1.3560246338778672,-1.26187839500485,-1.1742547875818363,-1.093855795961982,1.9781066724999998
0.0,-1.5485236586722766,-1.4476837895430597,-1.3500424069809966,-1.2573564363114424,-1.1708841822423774,-1.0913755851263562,2.3207912785714284
0.0,-1.5435238414394432,-1.4437804939705583,-1.3470431826546014,-1.2550862549229167,-1.1691897286340884,-1.0901270576597224,2.604307580357143
0.0,-1.5385240242066098,-1.4398736771571254,-1.3440385445673524,-1.2528099240630188,-1.1674891523463489,-1.0888728884168004,2.767478952142857
0.0,-1.5335242069737764,-1.435963339102761,-1.3410284878375904,-1.2505274326366305,-1.1657824368015202,-1.0876130570210008,2.3957586364285715
0.0,-1.5285243897409433,-1.4320494798074652,-1.338013007583655,-1.2482387695386332,-1.1640695653920676,-1.0863475430405871,2.436146865714286
0.0,-1.52352457250811,-1.428132099271238,-1.3349920989238866,-1.2459439236539087,-1.1623505214805325,-1.085076325988578,2.575142645
0.0,-1.5185247552752765,-1.4242111974940794,-1.3319657569766248,-1.2436428838573386,-1.1606252883995059,-1.0837993853226466,2.464748936785714
0.0,-1.5135249380424431,-1.4202867744759893,-1.3289339768602102,-1.2413356390138037,-1.1588938494516017,-1.0825167004450207,3.0720823510714284
0.0,-1.5085251208096093,-1.4163588302169672,-1.325896753692982,-1.2390221779781856,-1.1571561879094292,-1.0812282507023845,2.696966015357143
0.0,-1.503525303576776,-1.4124273647170142,-1.3228540825932815,-1.236702489595365,-1.155412287015567,-1.0799340153857773,2.970938539642857
0.0,-1.4985254863439426,-1.4084923779761298,-1.3198059586794482,-1.234376562700224,-1.1536621299825351,-1.0786339737304944,2.8885649264285713
0.0,-1.4935256691111092,-1.4045538699943139,-1.3167523770698222,-1.2320443861176424,-1.1519056999927688,-1.0773281049159873,3.1875164382142858
0.0,-1.488525851878276,-1.4006118407715666,-1.3136933328827438,-1.2297059486625013,-1.150142980198591,-1.076016388065763,2.8203372425
0.0,-1.4785262174126093,-1.3927172186032775,-1.307558837249589,-1.2250102463440633,-1.1465986036555709,-1.07337532647187,3.1009867860714286
0.0,-1.4735264001797765,-1.3887646256577364,-1.3044833760401933,-1.222652959060528,-1.144816913060573,-1.0720459396945938,2.727365350357143
0.0,-1.4685265829469427,-1.384808511471263,-1.3014024327267046,-1.2202893660639547,-1.1430288649687963,-1.070710620814184,3.146554239642857
0.0,-1.458526948481276,-1.3768857193755224,-1.2952240802608115,-1.2155432179812173,-1.1394336282700714,-1.068022102056551,3.0694652907142856
0.0,-1.4535271312484432,-1.3729190414662558,-1.2921266613450872,-1.2131606403948139,-1.1376264055749936,-1.0666688596941547,2.9890221375
0.0,-1.4485273140156092,-1.3689488423160565,-1.2890237407986302,-1.2107717120948924,-1.135812757206824,-1.0653096002580769,3.099830936785714
0.0,-1.4385276795499427,-1.3609978802928644,-1.282801375286881,-1.2059747582440188,-1.1321661149412403,-1.0625729445699048,2.9807694753571425
0.0,-1.43352786231711,-1.3570171174198715,-1.2796819205582688,-1.2035667101128258,-1.1303330867128618,-1.06119550537785,3.307506857142857
0.0,-1.4285280450842759,-1.3530328333059465,-1.2765569446722846,-1.2011522661076341,-1.1284935641494072,-1.059811963231989,2.9852566289285716
0.0,-1.4185284106186093,-1.3450537013553028,-1.270290409901562,-1.196304145204774,-1.1247949670204462,-1.0570264835698573,3.274145035
0.0,-1.4135285933857753,-1.3410588535185837,-1.267148841253503,-1.1938704456468634,-1.122935857880277,-1.055624502655603,3.2184270292857144
0.0,-1.4085287761529426,-1.337060484440934,-1.2640017319214336,-1.1914303048944723,-1.1210701852556546,-1.0542163319913744,3.8419246935714284
0.0,-1.4035289589201088,-1.3330585941223512,-1.2608490770236918,-1.188983711592478,-1.119197931782875,-1.0528019497342362,2.966268882857143
0.0,-1.398529141687276,-1.3290531825628389,-1.25769087167862,-1.1865306543757612,-1.1173190800676414,-1.0513813339834945,3.4680932196428573
0.0,-1.393529324454442,-1.3250442497623935,-1.254527111004556,-1.1840711218691993,-1.11543361268503,-1.0499544627805928,3.1839646039285716
0.0,-1.3885295072216093,-1.321031795721018,-1.2513577901198418,-1.1816051026876717,-1.113541512179468,-1.0485213141090115,3.176190863214286
0.0,-1.3835296899887755,-1.3170158204387101,-1.2481829041428159,-1.1791325854360561,-1.111642761064704,-1.0470818658941643,3.524498355
0.0,-1.3785298727559427,-1.3129963239154716,-1.2450024481918196,-1.1766535587092322,-1.1097373418237833,-1.0456360960033,4.106652494285714
0.0,-1.3635304210574422,-1.300916706900165,-1.2354276116784049,-1.1691773074762881,-1.10398089971339,-1.0412606340724122,3.4631304996428574
0.0,-1.3585306038246094,-1.2968831254132012,-1.232224827014926,-1.1666721285974109,-1.102048632183253,-1.0397893549830224,4.157738571428571
0.0,-1.3535307865917754,-1.2928460226853045,-1.2290164479691756,-1.1641603830677143,-1.1001096084806703,-1.038311642677761,3.6084568657142855
0.0,-1.3435311521261089,-1.2847612535067174,-1.2225828872042246,-1.1591171461853782,-1.0962112217202826,-1.0353368284251223,3.3654048842857147
0.0,-1.3385313348932761,-1.2807135870560276,-1.219357695721704,-1.1565856318724939,-1.094251823166275,-1.03383968133318,3.5764745560714286
0.0,-1.333531517660442,-1.2766623993644053,-1.2161268903302729,-1.1540475049883012,-1.0922855974473618,-1.0323360107360318,4.1564547578571425
0.0,-1.3185320659619426,-1.2644877088439512,-1.2064007418859193,-1.1463933338066512,-1.0863457788913378,-1.0277856304161956,3.3765060807142855
0.0,-1.3135322487291088,-1.260422436188603,-1.2031474320422477,-1.1438286414860002,-1.0843520659478376,-1.0262556380041774,3.73173473
0.0,-1.308532431496276,-1.256353642292324,-1.1998884838813668,-1.1412572789684279,-1.0823514364017435,-1.0247190078926796,4.085712419285715
0.0,-1.303532614263442,-1.252281327155113,-1.196623892521616,-1.1386792346988102,-1.0803438722722989,-1.023175717064135,3.7467069510714284
0.0,-1.2985327970306093,-1.2482054907769715,-1.1933536530813358,-1.1360944971120246,-1.078329355547613,-1.0216257424411657,3.6662612953571427
0.0,-1.2935329797977755,-1.2441261331578974,-1.1900777606788655,-1.1335030546329468,-1.0763078681846314,-1.020069060886478,3.8606497746428574
0.0,-1.2885331625649428,-1.2400432542978934,-1.1867962104325467,-1.1309048956764547,-1.0742793921091116,-1.0185056492027598,3.6804091939285715
0.0,-1.2735337108664422,-1.2277734902722892,-1.1769175638138916,-1.1230700039412493,-1.0681518503964833,-1.013774800501833,4.021259049285715
0.0,-1.2635340764007754,-1.2195760413838963,-1.1703034206851093,-1.1178129475534353,-1.0640315462582766,-1.010586822728374,3.9092926403571426
0.0,-1.2585342591679427,-1.2154720350783033,-1.1669878208608349,-1.1151742458848535,-1.0619607565984224,-1.008982539752775,3.788624654642857
0.0,-1.2535344419351089,-1.2113645075317778,-1.1636665290210906,-1.1125287463629885,-1.059882850830763,-1.007371362577707,4.071826083928571
0.0,-1.2485346247022762,-1.2072534587443222,-1.1603395402842185,-1.1098764373227175,-1.0577978106305719,-1.0057532675219667,3.5400867482142857
0.0,-1.2435348074694421,-1.2031388887159336,-1.1570068497685564,-1.1072173070889144,-1.055705617641688,-1.004128230843393,4.282110702500001
0.0,-1.2385349902366083,-1.1990207974466138,-1.153668452592446,-1.104551343976456,-1.053606253476494,-1.0024962287387675,3.861999661785714
0.0,-1.2335351730037756,-1.1948991849363635,-1.1503243438742277,-1.1018785362902177,-1.0514996997158867,-1.000857237343706,3.1637575160714286
0.0,-1.2285353557709429,-1.1907740511851816,-1.1469745187322407,-1.0991988723250743,-1.0493859379092494,-0.999211232732555,3.7032245478571433
0.0,-1.2235355385381088,-1.1866453961930679,-1.1436189722848245,-1.0965123403659005,-1.0472649495744255,-0.9975581909182863,3.8174664071428572
0.0,-1.2135359040724423,-1.1783775224860462,-1.136890695947068,-1.0911186255549636,-1.0430012192337381,-0.9942308994247896,3.8999179107142856
0.0,-1.1985364523739415,-1.1659493026185275,-1.1267552496082205,-1.0829762499302058,-1.0365509608909047,-0.9891865799448284,3.687179131071429
0.0,-1.188536817908275,-1.1576462165021912,-1.1199695405414825,-1.0775133266483363,-1.0322141293046243,-0.9857878286837978,3.7370492396428574
0.0,-1.1835370006754422,-1.153489391582627,-1.1165680479108817,-1.074771427792416,-1.030034659593075,-0.9840776183120789,3.4349037539285714
0.0,-1.1735373662097754,-1.145165178020702,-1.1097477620469165,-1.0692666966249733,-1.025653518497013,-0.980635405365511,3.9561109524999996
0.0,-1.1685375489769416,-1.140997789378342,-1.1063289590502323,-1.066503840673199,-1.0234518094826004,-0.9789033535150298,4.035616626785714
0.0,-1.163537731744109,-1.1368268794950518,-1.1029043761682011,-1.0637339753658892,-1.021242649684247,-0.9771639717916694,3.5836315535714287
0.0,-1.1585379145112749,-1.1326524483708287,-1.0994740085191617,-1.0609570888579156,-1.019026020207332,-0.9754172354009639,4.186894210357143
0.0,-1.1535380972784421,-1.1284744960056754,-1.0960378512214557,-1.0581731692941536,-1.0168019021253192,-0.9736631194855988,3.9843513946428573
0.0,-1.1485382800456083,-1.1242930223995897,-1.0925958993934215,-1.0553822048094754,-1.0145702764797269,-0.9719015991253017,3.609365878928571
0.0,-1.1435384628127756,-1.1201080275525732,-1.089148148153401,-1.0525841835287557,-1.0123311242801056,-0.9701326493367388,3.806659930714286
0.0,-1.1385386455799416,-1.115919511464625,-1.0856945926197326,-1.0497790935668667,-1.0100844265040059,-0.9683562450734061,3.72263461
0.0,-1.128539011114275,-1.1075319155659344,-1.0787700491448153,-1.0441476600090756,-1.0055683179724317,-0.9647809726199366,3.7576860385714284
0.0,-1.1235391938814423,-1.1033328357551924,-1.0752990514402463,-1.0413212925929196,-1.0032988690118314,-0.9629820540199904,4.057029505357143
0.0,-1.1185393766486083,-1.0991302347035181,-1.0718222299153901,-1.0384878088550866,-1.0010217980644474,-0.9611755801254427,3.9547119521428575
0.0,-1.1135395594157755,-1.094924112410913,-1.0683395796885875,-1.0356471968604504,-0.998737085947441,-0.9593615255723486,3.683408623928571
0.0,-1.1085397421829417,-1.0907144688773758,-1.0648510958781778,-1.0327994446638826,-0.9964447134458139,-0.9575398649329531,3.7310966957142853
0.0,-1.103539924950109,-1.0865013041029083,-1.0613567736025025,-1.0299445403102572,-0.9941446613123823,-0.9557105727155871,3.5127816775
0.0,-1.0935402904844422,-1.0780644108311777,-1.0543505941287108,-1.0242132272613196,-0.989521441000277,-0.9520289912600433,3.347358826071429
0.0,-1.0885404732516084,-1.0738406823339146,-1.0508387271672752,-1.0213367946057526,-0.9871982341660631,-0.9501766507179845,3.573408767857143
0.0,-1.0785408387859416,-1.065382661616595,-1.0437974143870254,-1.0155623170567833,-0.9825285302603018,-0.9464487412631717,3.5897349139285715
0.0,-1.0685412043202749,-1.0569105559355498,-1.0367326305858713,-1.0097589431065133,-0.9778276431528797,-0.9426896882388318,3.6432624975
0.0,-1.0535417526217756,-1.0441759881069967,-1.0260913612908957,-1.0009994908576758,-0.9707175027814595,-0.9369922596720489,3.4753895378571427
0.0,-1.0485419353889416,-1.0399240896822823,-1.0225324937077318,-0.9980651208779668,-0.9683316951518949,-0.9350773192596499,3.878949102142857
0.0,-1.0435421181561078,-1.0356686700166364,-1.018967729079382,-0.995123454499662,-0.9659379744040116,-0.9331544363447867,3.5188116614285714
0.0,-1.038542300923275,-1.0314097291100597,-1.0153970625241875,-0.9921744796376334,-0.9635363208697584,-0.9312235845951168,3.8853884882142857
0.0,-1.033542483690441,-1.0271472669625512,-1.011820489160487,-0.9892181841967508,-0.9611267148485189,-0.9292847376128747,3.4572908075
0.0,-1.0285426664576083,-1.022881283574112,-1.0082380041066217,-0.9862545560718865,-0.9587091366070898,-0.9273378689347661,3.3034241117857146
0.0,-1.0235428492247745,-1.0186117789447402,-1.00464960248093,-0.9832835831479099,-0.9562835663796478,-0.9253829520318566,3.910839781071428
0.0,-1.0185430319919417,-1.0143387530744377,-1.001055279401754,-0.9803052532996931,-0.9538499843677288,-0.9234199603094665,3.051328980357143
0.0,-1.0135432147591077,-1.0100622059632034,-0.9974550299874321,-0.9773195543921057,-0.9514083707401956,-0.9214488671070588,3.475390997142857
0.0,-1.008543397526275,-1.0057821376110379,-0.9938488493563056,-0.9743264742800192,-0.9489587056332149,-0.9194696456981342,3.101030223928571
0.0,-1.0035435802934412,-1.0014985480179404,-0.9902367326267133,-0.9713260008083029,-0.9465009691502277,-0.9174822692901187,3.618933455714285
0.0,-0.9985437630606083,-0.9972114371839128,-0.986618674916997,-0.9683181218118286,-0.944035141361925,-0.9154867110242582,3.406167775
0.0,-0.9935439458277744,-0.9929208051089522,-0.9829946713454947,-0.9653028251154651,-0.9415612023062169,-0.9134829439755064,3.1635569792857146
0.0,-0.9885441285949417,-0.9886266517930615,-0.9793647170305488,-0.962280098534084,-0.9390791319882114,-0.9114709411524198,3.1509969685714285
0.0,-0.9835443113621077,-0.9843289772362382,-0.9757288070904971,-0.9592499298725539,-0.9365889103801803,-0.9094506754970431,3.441859977857143
0.0,-0.9685448596636084,-0.9714148261201816,-0.9647852947031162,-0.9501146493057734,-0.9290691370456292,-0.9033400299577198,3.2427303032142856
0.0,-0.9635450424307744,-0.9671030665996326,-0.9611255134460464,-0.9470545901723479,-0.9265461093426488,-0.9012864410596544,3.301488305
0.0,-0.9535454079651078,-0.9584689838357415,-0.9537880059500348,-0.9409119500329679,-0.9214752779451544,-0.8971540384336909,3.1075643610714287
0.0,-0.9485455907322751,-0.9541466605923988,-0.9501102699477728,-0.9378293445067518,-0.9189274337670476,-0.8950751697199156,2.741517222857143
0.0,-0.9435457734994411,-0.9498208161081241,-0.9464265392671262,-0.934739198979343,-0.9163712768919104,-0.8929878193027923,2.8437333046428575
0.0,-0.9385459562666084,-0.9454914503829188,-0.9427368090264361,-0.9316415011656122,-0.913806786995315,-0.8908919595208669,3.3043431064285715
0.0,-0.9335461390337745,-0.941158563416781,-0.9390410743440414,-0.9285362387704266,-0.9112339437197293,-0.88878756264508,3.198476945714286
0.0,-0.9285463218009418,-0.936822155209713,-0.9353393303382838,-0.9254233994886569,-0.9086527266744953,-0.8866746008786592,2.8713972675
0.0,-0.9235465045681078,-0.9324822257617126,-0.9316315721275014,-0.9223029710051701,-0.9060631154357968,-0.8845530463570056,2.658013996785714
0.0,-0.9185466873352751,-0.9281387750727815,-0.9279177948300362,-0.9191749409948363,-0.9034650895466371,-0.8824228711475879,2.940274233571428
0.0,-0.9135468701024412,-0.923791803142918,-0.9241979935642262,-0.9160392971225224,-0.9008586285168088,-0.8802840472498273,3.2297737328571428
0.0,-0.9035472356367745,-0.9150872955603981,-0.9167402996009371,-0.909745118401432,-0.8956203189081121,-0.8759803410460814,2.8763876389285716
0.0,-0.8985474184039418,-0.9107297599077414,-0.9130023971401378,-0.9065865588323918,-0.8929884291825411,-0.8738154023977209,2.765959803214286
0.0,-0.8935476011711079,-0.9063687030141521,-0.9092584511843541,-0.9034203359608449,-0.890348022022841,-0.8716417023760464,2.98276165
0.0,-0.8835479667054411,-0.8976360255041803,-0.9017524092611983,-0.8970648507597055,-0.8850415727410555,-0.8672679047742046,2.8617295885714285
0.0,-0.8735483322397745,-0.8888892630304827,-0.8942221347781899,-0.8906785635969564,-0.8797008054088794,-0.8628587206756932,1.928377579642857
0.0,-0.8685485150069405,-0.8845105999322366,-0.8904478981225911,-0.8874738382358973,-0.8770175005608482,-0.860640787274691,2.4296668139285718
0.0,-0.8635486977741078,-0.8801284155930594,-0.8866675886820498,-0.8842613751115389,-0.8743255538376388,-0.8584139214127543,2.866882978214286
0.0,-0.8585488805412739,-0.8757427100129502,-0.8828812015749051,-0.8810411617787477,-0.8716249443819624,-0.8561780943335013,2.4651783725
0.0,-0.8535490633084412,-0.8713534831919104,-0.8790887319194985,-0.8778131857823921,-0.8689156513029995,-0.853933277211176,2.3239337392857147
0.0,-0.8485492460756072,-0.8669607351299385,-0.8752901748341686,-0.8745774346573382,-0.8661976536763693,-0.851679441150533,1.9453342735714283
0.0,-0.8435494288427745,-0.8625644658270356,-0.8714855254372568,-0.8713338959284539,-0.8634709305441062,-0.8494165571867296,2.273874697857143
0.0,-0.8385496116099406,-0.8581646752832006,-0.8676747788471018,-0.8680825571106051,-0.8607354609146295,-0.8471445962852109,2.193781227142857
0.0,-0.8335497943771079,-0.8537613634984351,-0.8638579301820452,-0.8648234057086601,-0.85799122376272,-0.8448635293416006,2.215060418928571
0.0,-0.8235501599114412,-0.8449441762061088,-0.8562059071005843,-0.8582816151219449,-0.8524763626223559,-0.8402739605608127,2.2503395800000003
0.0,-0.8185503426786073,-0.8405303006985482,-0.8523707229208602,-0.8549989508969079,-0.8497056964150169,-0.8379654001647617,2.5957969942857146
0.0,-0.8135505254457746,-0.8361129039500569,-0.8485294171395948,-0.8517084240072409,-0.8469261782474222,-0.8356476166086484,1.8605994160714285
0.0,-0.8085507082129406,-0.8316919859606331,-0.8446819848751265,-0.8484100219078086,-0.8441377869257447,-0.8333205804373027,1.849710035357143
0.0,-0.8035508909801079,-0.8272675467302791,-0.8408284212457974,-0.8451037320434789,-0.8413405012223578,-0.8309842621250619,1.920481514642857
0.0,-0.798551073747274,-0.8228395862589927,-0.8369687213699454,-0.8417895418491161,-0.8385342998758033,-0.8286386320756536,2.1593471464285714
0.0,-0.7935512565144413,-0.8184081045467757,-0.8331028803659125,-0.8384674387495878,-0.8357191615907701,-0.8262836606220874,2.6820879032142857
0.0,-0.7885514392816073,-0.8139731015936261,-0.829230893352037,-0.8351374101597585,-0.8328950650380617,-0.8239193180265388,2.4533533724999996
0.0,-0.7835516220487746,-0.8095345773995465,-0.8253527554466611,-0.8317994434844955,-0.8300619888545744,-0.8215455744802408,1.9887612867857147
0.0,-0.7785518048159407,-0.8050925319645338,-0.8214684617681222,-0.8284535261186624,-0.8272199116432648,-0.819162400103365,1.861342723571429
0.0,-0.773551987583108,-0.800646965288591,-0.8175780074347629,-0.8250996454471269,-0.8243688119731297,-0.8167697649449163,2.344958087857143
0.0,-0.7685521703502739,-0.7961978773717158,-0.8136813875649215,-0.8217377888447526,-0.8215086683791718,-0.8143676389826124,2.079095777142857
0.0,-0.7635523531174413,-0.7917452682139104,-0.8097785972769397,-0.8183679436764066,-0.8186394593623799,-0.8119559921227777,1.8708832764285712
0.0,-0.7585525358846072,-0.7872891378151725,-0.8058696316891557,-0.8149900972969526,-0.8157611633896945,-0.8095347942002241,1.9397870707142857
0.0,-0.7485529014189406,-0.7783663132949029,-0.7980331550875455,-0.8082103502741835,-0.8099772242740347,-0.8046636241479874,1.871029684285714
0.0,-0.7435530841861079,-0.7738996191733714,-0.794105634310399,-0.8048084242905983,-0.8070715378944812,-0.802213591329363,1.9226361860714283
0.0,-0.738553266953274,-0.7694294038109077,-0.7901719187068111,-0.801398446415365,-0.8041566780858227,-0.7997538860699104,2.042031395357143
0.0,-0.73355344972044,-0.764955667207512,-0.7862320033951219,-0.7979804039533486,-0.801232623144377,-0.7972844778451951,1.6866310121428574
0.0,-0.7285536324876073,-0.7604784093631867,-0.7822858834936735,-0.7945542841994151,-0.7982993513322557,-0.7948053360585929,1.2911166289285716
0.0,-0.7235538152547746,-0.7559976302779293,-0.7783335541208038,-0.7911200744384277,-0.795356840877336,-0.7923164300411741,1.768272235714286
0.0,-0.7185539980219406,-0.7515133299517399,-0.7743750103948529,-0.7876777619452502,-0.7924050699732357,-0.7898177290515913,2.0555706525
0.0,-0.7135541807891067,-0.7470255083846186,-0.7704102474341612,-0.7842273339847478,-0.7894440167792866,-0.7873092022759669,1.6832701192857142
0.0,-0.708554363556274,-0.7425341655765675,-0.7664392603570707,-0.7807687778117853,-0.7864736594205074,-0.7847908188277776,1.8697765660714285
0.0,-0.7035545463234413,-0.7380393015275843,-0.7624620442819191,-0.7773020806712257,-0.7834939759875743,-0.7822625477477387,1.5443000053571425
0.0,-0.6985547290906073,-0.7335409162376688,-0.7584785943270463,-0.7738272297979325,-0.7805049445367963,-0.7797243580036922,1.4298000971428568
0.0,-0.6935549118577734,-0.7290390097068221,-0.7544889056107936,-0.7703442124167704,-0.7775065430900895,-0.7771762184904933,1.746763918928572
0.0,-0.6835552773921068,-0.720024632922335,-0.7464907923675087,-0.7633536269802945,-0.7714815421244154,-0.7720499653704277,1.8060562675
0.0,-0.678555460159274,-0.7155121626686951,-0.7424823580771568,-0.7598460333247082,-0.7684548984770639,-0.7694717891872992,1.813386101785714
0.0,-0.6735556429264401,-0.7109961711741227,-0.7384676654987842,-0.7563302219607063,-0.7654187965769593,-0.7668835380822642,1.4526124960714286
0.0,-0.6685558256936074,-0.7064766584386197,-0.7344467097507323,-0.7528061800631537,-0.7623732142736419,-0.76428518058352,1.5610901878571428
0.0,-0.6635560084607734,-0.7019536244621841,-0.73041948595134,-0.7492738947969123,-0.7593181293820929,-0.7616766851455864,1.7471842071428574
0.0,-0.6585561912279407,-0.697427069244818,-0.7263859892189486,-0.7457333533168462,-0.7562535196827129,-0.7590580201491944,1.8635008589285713
0.0,-0.6535563739951068,-0.6928969927865198,-0.7223462146718972,-0.7421845427678176,-0.7531793629212906,-0.7564291539011676,1.3815077532142854
0.0,-0.6485565567622741,-0.6883633950872912,-0.7183001574285272,-0.7386274502846906,-0.7500956368089798,-0.7537900546343109,1.3425831175
0.0,-0.6235574705981067,-0.6656425879771726,-0.6979754599087833,-0.720717307877758,-0.7345326834464534,-0.7404399459697478,1.3210935064285714
0.0,-0.618557653365274,-0.6610878628323554,-0.693891603972638,-0.7171102530621505,-0.7313910712199543,-0.7377387773191165,1.0465107882142857
0.0,-0.6085580188996074,-0.6519678488199251,-0.6857049366148691,-0.7098710136756106,-0.7250786451652955,-0.7323050352399455,1.2444698992857144
0.0,-0.6035582016667734,-0.6474025599523123,-0.6816021154299259,-0.706238803204402,-0.7219077861684325,-0.7295723970093172,1.3469513810714286
0.0,-0.5985583844339407,-0.6428337498437691,-0.6774929627320648,-0.7025981815977181,-0.7187271330212534,-0.7268292039913857,1.490484122857143
0.0,-0.5935585672011068,-0.6382614184942936,-0.6733774736396244,-0.6989491358804192,-0.7155366630521257,-0.7240754235971066,1.701618187142857
0.0,-0.5785591155026062,-0.6245232970002792,-0.6609929391782325,-0.6879513241634514,-0.705906124972187,-0.7157502311339341,1.6560487299999997
0.0,-0.5735592982697735,-0.6199368806870785,-0.656852055690879,-0.6842684520523101,-0.7026761602993559,-0.7129537738339247,1.4731142367857142
0.0,-0.5685594810369408,-0.6153469431329468,-0.6527048114006476,-0.6805770908048617,-0.6994362649214833,-0.7101465650789002,1.2796521635714284
0.0,-0.5635596638041068,-0.6107534843378826,-0.6485512014258767,-0.6768772273859659,-0.6961864159567726,-0.7073285718256208,1.592321302857143
0.0,-0.5535600293384402,-0.6015560030249609,-0.6402248648960821,-0.6694519418432796,-0.6896567655640242,-0.7016600992706913,1.2053960014285714
0.0,-0.5485602121056075,-0.5969519805071035,-0.6360521285777383,-0.6657264935992109,-0.6863769181966795,-0.6988095535015596,1.093146258214286
0.0,-0.5335607604071069,-0.5831187855079399,-0.6234955888289979,-0.6544987700444257,-0.676477011035665,-0.6901922778169907,1.1885872235714285
0.0,-0.5235611259414402,-0.573879049303841,-0.6150925711851498,-0.6469706743460258,-0.6698265376949087,-0.6843923935041766,0.7181625321428569
0.0,-0.5185613087086062,-0.5692538993403938,-0.6108814503748389,-0.643193703152843,-0.6664860709639042,-0.6814758402245831,1.2778537714285716
0.0,-0.5085616742429409,-0.559993035690707,-0.602439960369147,-0.6356138484028147,-0.6597745612094962,-0.6756093423710241,0.7163474249999995
0.0,-0.5035618570101068,-0.5553573220044656,-0.5982095814104442,-0.6318109385456869,-0.6564034716114424,-0.672659329945949,1.153604104285714
0.0,-0.4985620397772729,-0.5507180870772921,-0.5939727733056241,-0.627999356150297,-0.6530221277573327,-0.6696980964921592,1.3305748535714286
